Entity,Code,Day,total_vaccinations
Montana,,2023-03-22,1862109
Montana,,2023-03-29,1863936
Nebraska,,2021-01-12,74439
Nebraska,,2021-01-13,79699
Nebraska,,2021-01-14,84920
Nebraska,,2021-01-15,91195
Nebraska,,2021-01-19,103689
Nebraska,,2021-01-20,106283
Nebraska,,2021-01-21,111841
Nebraska,,2021-01-22,118450
Nebraska,,2021-01-23,124069
Nebraska,,2021-01-24,132846
Nebraska,,2021-01-25,134033
Nebraska,,2021-01-26,135131
Nebraska,,2021-01-27,139573
Nebraska,,2021-01-28,150019
Nebraska,,2021-01-29,158370
Nebraska,,2021-01-30,167276
Nebraska,,2021-01-31,177711
Nebraska,,2021-02-01,180917
Nebraska,,2021-02-02,182412
Nebraska,,2021-02-03,188285
Nebraska,,2021-02-04,195126
Nebraska,,2021-02-05,204136
Nebraska,,2021-02-06,218405
Nebraska,,2021-02-07,230874
Nebraska,,2021-02-08,234061
Nebraska,,2021-02-09,235298
Nebraska,,2021-02-10,241067
Nebraska,,2021-02-11,247879
Nebraska,,2021-02-12,259906
Nebraska,,2021-02-13,273950
Nebraska,,2021-02-14,285708
Nebraska,,2021-02-16,290626
Nebraska,,2021-02-17,294904
Nebraska,,2021-02-18,305057
Nebraska,,2021-02-19,347754
Nebraska,,2021-02-20,360582
Nebraska,,2021-02-22,380648
Nebraska,,2021-02-23,392756
Nebraska,,2021-02-24,405896
Nebraska,,2021-02-25,422419
Nebraska,,2021-02-26,442310
Nebraska,,2021-02-27,443974
Nebraska,,2021-02-28,474439
Nebraska,,2021-03-01,476315
Nebraska,,2021-03-02,484888
Nebraska,,2021-03-03,497106
Nebraska,,2021-03-04,513497
Nebraska,,2021-03-05,535213
Nebraska,,2021-03-06,536126
Nebraska,,2021-03-07,556061
Nebraska,,2021-03-08,573413
Nebraska,,2021-03-09,594293
Nebraska,,2021-03-10,607373
Nebraska,,2021-03-11,629765
Nebraska,,2021-03-12,653385
Nebraska,,2021-03-13,666329
Nebraska,,2021-03-14,666417
Nebraska,,2021-03-15,684831
Nebraska,,2021-03-16,697176
Nebraska,,2021-03-17,712099
Nebraska,,2021-03-18,731885
Nebraska,,2021-03-19,754880
Nebraska,,2021-03-20,755802
Nebraska,,2021-03-21,775509
Nebraska,,2021-03-22,797409
Nebraska,,2021-03-23,804643
Nebraska,,2021-03-24,818325
Nebraska,,2021-03-25,836012
Nebraska,,2021-03-26,857343
Nebraska,,2021-03-27,858106
Nebraska,,2021-03-28,881787
Nebraska,,2021-03-29,900049
Nebraska,,2021-03-30,916701
Nebraska,,2021-03-31,940837
Nebraska,,2021-04-01,966534
Nebraska,,2021-04-02,991673
Nebraska,,2021-04-03,992251
Nebraska,,2021-04-04,1009786
Nebraska,,2021-04-05,1024342
Nebraska,,2021-04-06,1036053
Nebraska,,2021-04-07,1055469
Nebraska,,2021-04-08,1076467
Nebraska,,2021-04-09,1107623
Nebraska,,2021-04-10,1108135
Nebraska,,2021-04-11,1130671
Nebraska,,2021-04-12,1145421
Nebraska,,2021-04-13,1185844
Nebraska,,2021-04-14,1208422
Nebraska,,2021-04-15,1228445
Nebraska,,2021-04-16,1256055
Nebraska,,2021-04-17,1256376
Nebraska,,2021-04-18,1267986
Nebraska,,2021-04-19,1280204
Nebraska,,2021-04-20,1297175
Nebraska,,2021-04-21,1307408
Nebraska,,2021-04-22,1330661
Nebraska,,2021-04-23,1339495
Nebraska,,2021-04-24,1345536
Nebraska,,2021-04-25,1346051
Nebraska,,2021-04-26,1380706
Nebraska,,2021-04-27,1380708
Nebraska,,2021-04-28,1399434
Nebraska,,2021-04-29,1412743
Nebraska,,2021-04-30,1412904
Nebraska,,2021-05-01,1413371
Nebraska,,2021-05-02,1439421
Nebraska,,2021-05-03,1463240
Nebraska,,2021-05-04,1463240
Nebraska,,2021-05-05,1470513
Nebraska,,2021-05-06,1484345
Nebraska,,2021-05-07,1497021
Nebraska,,2021-05-08,1512386
Nebraska,,2021-05-09,1536579
Nebraska,,2021-05-10,1556413
Nebraska,,2021-05-11,1567674
Nebraska,,2021-05-12,1567761
Nebraska,,2021-05-13,1576707
Nebraska,,2021-05-14,1584643
Nebraska,,2021-05-15,1584872
Nebraska,,2021-05-16,1585004
Nebraska,,2021-05-17,1610007
Nebraska,,2021-05-18,1614694
Nebraska,,2021-05-19,1614803
Nebraska,,2021-05-20,1627572
Nebraska,,2021-05-21,1627690
Nebraska,,2021-05-22,1650062
Nebraska,,2021-05-23,1657529
Nebraska,,2021-05-24,1657535
Nebraska,,2021-05-25,1665330
Nebraska,,2021-05-26,1665381
Nebraska,,2021-05-27,1678518
Nebraska,,2021-05-28,1678709
Nebraska,,2021-05-29,1694284
Nebraska,,2021-05-30,1694342
Nebraska,,2021-06-01,1705003
Nebraska,,2021-06-02,1706314
Nebraska,,2021-06-03,1706401
Nebraska,,2021-06-04,1715953
Nebraska,,2021-06-05,1716051
Nebraska,,2021-06-06,1722639
Nebraska,,2021-06-07,1722679
Nebraska,,2021-06-08,1736034
Nebraska,,2021-06-09,1740272
Nebraska,,2021-06-10,1746606
Nebraska,,2021-06-11,1746610
Nebraska,,2021-06-12,1753144
Nebraska,,2021-06-13,1759863
Nebraska,,2021-06-14,1759916
Nebraska,,2021-06-15,1770014
Nebraska,,2021-06-16,1770036
Nebraska,,2021-06-17,1780069
Nebraska,,2021-06-18,1785078
Nebraska,,2021-06-19,1785205
Nebraska,,2021-06-20,1785263
Nebraska,,2021-06-21,1785309
Nebraska,,2021-06-22,1801883
Nebraska,,2021-06-23,1804632
Nebraska,,2021-06-24,1844039
Nebraska,,2021-06-25,1847972
Nebraska,,2021-06-26,1848033
Nebraska,,2021-06-27,1848076
Nebraska,,2021-06-28,1857467
Nebraska,,2021-06-29,1860022
Nebraska,,2021-06-30,1865625
Nebraska,,2021-07-01,1868788
Nebraska,,2021-07-02,1868841
Nebraska,,2021-07-03,1868928
Nebraska,,2021-07-04,1869002
Nebraska,,2021-07-06,1876152
Nebraska,,2021-07-07,1876155
Nebraska,,2021-07-08,1881129
Nebraska,,2021-07-09,1881237
Nebraska,,2021-07-10,1881281
Nebraska,,2021-07-11,1881379
Nebraska,,2021-07-12,1891368
Nebraska,,2021-07-13,1892114
Nebraska,,2021-07-14,1893905
Nebraska,,2021-07-15,1893942
Nebraska,,2021-07-16,1900601
Nebraska,,2021-07-17,1900664
Nebraska,,2021-07-18,1900723
Nebraska,,2021-07-20,1907569
Nebraska,,2021-07-21,1911202
Nebraska,,2021-07-22,1911245
Nebraska,,2021-07-23,1911332
Nebraska,,2021-07-24,1921174
Nebraska,,2021-07-25,1923753
Nebraska,,2021-07-26,1923759
Nebraska,,2021-07-27,1928182
Nebraska,,2021-07-28,1930639
Nebraska,,2021-07-29,1934576
Nebraska,,2021-07-30,1938397
Nebraska,,2021-07-31,1941405
Nebraska,,2021-08-01,1946218
Nebraska,,2021-08-02,1949202
Nebraska,,2021-08-03,1951052
Nebraska,,2021-08-04,1954156
Nebraska,,2021-08-05,1963126
Nebraska,,2021-08-06,1963235
Nebraska,,2021-08-07,1967513
Nebraska,,2021-08-08,1967622
Nebraska,,2021-08-09,1975183
Nebraska,,2021-08-10,1977171
Nebraska,,2021-08-11,1980288
Nebraska,,2021-08-12,1983371
Nebraska,,2021-08-13,1989219
Nebraska,,2021-08-14,1994310
Nebraska,,2021-08-15,1994341
Nebraska,,2021-08-16,2002335
Nebraska,,2021-08-17,2004577
Nebraska,,2021-08-18,2004663
Nebraska,,2021-08-19,2011896
Nebraska,,2021-08-20,2011991
Nebraska,,2021-08-21,2021896
Nebraska,,2021-08-22,2026841
Nebraska,,2021-08-23,2026853
Nebraska,,2021-08-24,2033163
Nebraska,,2021-08-25,2033248
Nebraska,,2021-08-26,2033359
Nebraska,,2021-08-27,2047172
Nebraska,,2021-08-28,2053762
Nebraska,,2021-08-29,2059281
Nebraska,,2021-08-30,2059293
Nebraska,,2021-08-31,2065945
Nebraska,,2021-09-01,2066086
Nebraska,,2021-09-02,2074696
Nebraska,,2021-09-03,2079984
Nebraska,,2021-09-04,2080161
Nebraska,,2021-09-07,2093877
Nebraska,,2021-09-08,2095418
Nebraska,,2021-09-09,2095650
Nebraska,,2021-09-10,2102852
Nebraska,,2021-09-11,2103069
Nebraska,,2021-09-12,2103275
Nebraska,,2021-09-13,2103279
Nebraska,,2021-09-14,2115459
Nebraska,,2021-09-15,2115706
Nebraska,,2021-09-16,2121935
Nebraska,,2021-09-17,2126324
Nebraska,,2021-09-18,2126511
Nebraska,,2021-09-19,2126843
Nebraska,,2021-09-20,2130315
Nebraska,,2021-09-21,2138484
Nebraska,,2021-09-22,2141338
Nebraska,,2021-09-23,2144532
Nebraska,,2021-09-24,2147734
Nebraska,,2021-09-25,2151349
Nebraska,,2021-09-26,2151551
Nebraska,,2021-09-27,2158861
Nebraska,,2021-09-28,2161391
Nebraska,,2021-09-29,2166979
Nebraska,,2021-09-30,2169872
Nebraska,,2021-10-01,2174668
Nebraska,,2021-10-02,2174786
Nebraska,,2021-10-03,2179047
Nebraska,,2021-10-04,2180153
Nebraska,,2021-10-05,2201296
Nebraska,,2021-10-06,2204976
Nebraska,,2021-10-07,2208073
Nebraska,,2021-10-08,2216436
Nebraska,,2021-10-09,2220772
Nebraska,,2021-10-12,2226010
Nebraska,,2021-10-13,2236998
Nebraska,,2021-10-14,2241341
Nebraska,,2021-10-15,2246172
Nebraska,,2021-10-16,2250535
Nebraska,,2021-10-17,2251148
Nebraska,,2021-10-18,2251935
Nebraska,,2021-10-19,2268407
Nebraska,,2021-10-20,2271863
Nebraska,,2021-10-21,2276430
Nebraska,,2021-10-22,2282268
Nebraska,,2021-10-23,2287849
Nebraska,,2021-10-24,2287986
Nebraska,,2021-10-25,2288596
Nebraska,,2021-10-26,2304755
Nebraska,,2021-10-27,2310092
Nebraska,,2021-10-28,2318461
Nebraska,,2021-10-29,2327593
Nebraska,,2021-10-30,2335904
Nebraska,,2021-10-31,2336339
Nebraska,,2021-11-01,2337486
Nebraska,,2021-11-02,2356925
Nebraska,,2021-11-03,2363841
Nebraska,,2021-11-04,2364098
Nebraska,,2021-11-05,2380601
Nebraska,,2021-11-06,2388628
Nebraska,,2021-11-07,2388949
Nebraska,,2021-11-08,2389826
Nebraska,,2021-11-09,2413268
Nebraska,,2021-11-10,2413459
Nebraska,,2021-11-12,2432620
Nebraska,,2021-11-13,2451688
Nebraska,,2021-11-14,2451913
Nebraska,,2021-11-15,2452675
Nebraska,,2021-11-16,2474935
Nebraska,,2021-11-17,2489596
Nebraska,,2021-11-18,2500435
Nebraska,,2021-11-19,2500676
Nebraska,,2021-11-20,2520052
Nebraska,,2021-11-21,2520367
Nebraska,,2021-11-22,2544522
Nebraska,,2021-11-23,2549572
Nebraska,,2021-11-24,2557474
Nebraska,,2021-11-29,2557916
Nebraska,,2021-11-30,2597241
Nebraska,,2021-12-01,2597422
Nebraska,,2021-12-02,2617739
Nebraska,,2021-12-03,2617961
Nebraska,,2021-12-04,2644089
Nebraska,,2021-12-05,2644360
Nebraska,,2021-12-06,2644666
Nebraska,,2021-12-07,2673734
Nebraska,,2021-12-08,2683836
Nebraska,,2021-12-09,2696795
Nebraska,,2021-12-10,2710157
Nebraska,,2021-12-11,2720026
Nebraska,,2021-12-12,2720224
Nebraska,,2021-12-13,2720224
Nebraska,,2021-12-14,2746576
Nebraska,,2021-12-15,2755242
Nebraska,,2021-12-16,2755381
Nebraska,,2021-12-17,2772483
Nebraska,,2021-12-18,2779562
Nebraska,,2021-12-19,2779807
Nebraska,,2021-12-20,2779855
Nebraska,,2021-12-21,2799660
Nebraska,,2021-12-22,2806615
Nebraska,,2021-12-23,2815987
Nebraska,,2021-12-27,2816282
Nebraska,,2021-12-28,2842860
Nebraska,,2021-12-29,2848549
Nebraska,,2021-12-30,2856869
Nebraska,,2022-01-04,2883386
Nebraska,,2022-01-05,2888013
Nebraska,,2022-01-06,2894196
Nebraska,,2022-01-07,2900506
Nebraska,,2022-01-08,2906222
Nebraska,,2022-01-09,2912992
Nebraska,,2022-01-10,2912993
Nebraska,,2022-01-11,2925214
Nebraska,,2022-01-12,2929795
Nebraska,,2022-01-13,2935671
Nebraska,,2022-01-14,2942034
Nebraska,,2022-01-15,2947522
Nebraska,,2022-01-18,2947687
Nebraska,,2022-01-19,2963649
Nebraska,,2022-01-20,2972050
Nebraska,,2022-01-21,2976720
Nebraska,,2022-01-22,2980949
Nebraska,,2022-01-23,2981036
Nebraska,,2022-01-24,2981036
Nebraska,,2022-01-25,2993234
Nebraska,,2022-01-26,2993259
Nebraska,,2022-01-27,3000697
Nebraska,,2022-01-28,3004712
Nebraska,,2022-01-29,3004784
Nebraska,,2022-01-30,3004905
Nebraska,,2022-01-31,3004905
Nebraska,,2022-02-01,3015532
Nebraska,,2022-02-02,3018487
Nebraska,,2022-02-03,3018550
Nebraska,,2022-02-04,3026209
Nebraska,,2022-02-05,3029107
Nebraska,,2022-02-06,3029180
Nebraska,,2022-02-07,3029180
Nebraska,,2022-02-08,3035468
Nebraska,,2022-02-09,3037619
Nebraska,,2022-02-10,3039868
Nebraska,,2022-02-11,3039949
Nebraska,,2022-02-12,3045843
Nebraska,,2022-02-13,3045918
Nebraska,,2022-02-14,3045919
Nebraska,,2022-02-15,3048606
Nebraska,,2022-02-16,3048633
Nebraska,,2022-02-17,3064271
Nebraska,,2022-02-18,3066102
Nebraska,,2022-02-19,3068726
Nebraska,,2022-02-22,3068782
Nebraska,,2022-02-23,3074505
Nebraska,,2022-02-24,3076310
Nebraska,,2022-02-25,3078298
Nebraska,,2022-02-26,3080117
Nebraska,,2022-02-28,3080182
Nebraska,,2022-03-01,3083688
Nebraska,,2022-03-02,3085235
Nebraska,,2022-03-03,3086667
Nebraska,,2022-03-04,3088381
Nebraska,,2022-03-05,3088418
Nebraska,,2022-03-06,3088452
Nebraska,,2022-03-07,3088452
Nebraska,,2022-03-08,3088453
Nebraska,,2022-03-09,3093913
Nebraska,,2022-03-10,3095065
Nebraska,,2022-03-11,3095113
Nebraska,,2022-03-12,3095161
Nebraska,,2022-03-13,3095197
Nebraska,,2022-03-14,3095197
Nebraska,,2022-03-15,3099837
Nebraska,,2022-03-16,3101078
Nebraska,,2022-03-17,3101085
Nebraska,,2022-03-18,3102435
Nebraska,,2022-03-19,3102446
Nebraska,,2022-03-20,3102453
Nebraska,,2022-03-21,3102453
Nebraska,,2022-03-22,3107069
Nebraska,,2022-03-23,3107070
Nebraska,,2022-03-24,3109028
Nebraska,,2022-03-25,3109054
Nebraska,,2022-03-26,3109066
Nebraska,,2022-03-27,3109070
Nebraska,,2022-03-28,3109070
Nebraska,,2022-03-29,3109070
Nebraska,,2022-03-30,3134548
Nebraska,,2022-03-31,3134556
Nebraska,,2022-04-01,3134581
Nebraska,,2022-04-02,3140250
Nebraska,,2022-04-03,3140266
Nebraska,,2022-04-04,3140267
Nebraska,,2022-04-05,3140267
Nebraska,,2022-04-06,3148191
Nebraska,,2022-04-07,3148207
Nebraska,,2022-04-08,3148239
Nebraska,,2022-04-09,3148253
Nebraska,,2022-04-10,3148259
Nebraska,,2022-04-11,3148259
Nebraska,,2022-04-12,3148259
Nebraska,,2022-04-13,3163993
Nebraska,,2022-04-14,3166705
Nebraska,,2022-04-15,3169859
Nebraska,,2022-04-17,3173185
Nebraska,,2022-04-18,3173185
Nebraska,,2022-04-19,3173185
Nebraska,,2022-04-20,3173185
Nebraska,,2022-04-21,3184254
Nebraska,,2022-04-23,3189933
Nebraska,,2022-04-24,3189954
Nebraska,,2022-04-25,3189954
Nebraska,,2022-04-26,3189954
Nebraska,,2022-04-27,3196364
Nebraska,,2022-04-29,3204276
Nebraska,,2022-04-30,3207541
Nebraska,,2022-05-01,3207586
Nebraska,,2022-05-02,3207586
Nebraska,,2022-05-03,3207586
Nebraska,,2022-05-04,3214176
Nebraska,,2022-05-05,3214182
Nebraska,,2022-05-06,3214216
Nebraska,,2022-05-07,3214233
Nebraska,,2022-05-08,3214267
Nebraska,,2022-05-09,3223924
Nebraska,,2022-05-10,3223924
Nebraska,,2022-05-12,3228840
Nebraska,,2022-05-13,3231377
Nebraska,,2022-05-14,3231389
Nebraska,,2022-05-15,3231403
Nebraska,,2022-05-16,3231403
Nebraska,,2022-05-17,3231407
Nebraska,,2022-05-18,3231418
Nebraska,,2022-05-19,3231455
Nebraska,,2022-05-20,3231479
Nebraska,,2022-05-21,3231483
Nebraska,,2022-05-22,3231487
Nebraska,,2022-05-23,3231487
Nebraska,,2022-05-24,3251251
Nebraska,,2022-05-25,3251300
Nebraska,,2022-05-26,3251305
Nebraska,,2022-05-27,3251362
Nebraska,,2022-05-31,3251394
Nebraska,,2022-06-01,3251394
Nebraska,,2022-06-02,3251401
Nebraska,,2022-06-03,3251426
Nebraska,,2022-06-04,3251441
Nebraska,,2022-06-05,3251442
Nebraska,,2022-06-06,3251448
Nebraska,,2022-06-07,3275241
Nebraska,,2022-06-08,3275244
Nebraska,,2022-06-09,3275244
Nebraska,,2022-06-10,3275258
Nebraska,,2022-06-11,3275266
Nebraska,,2022-06-12,3275290
Nebraska,,2022-06-13,3275290
Nebraska,,2022-06-14,3275290
Nebraska,,2022-06-15,3290082
Nebraska,,2022-06-16,3290082
Nebraska,,2022-06-22,3298671
Nebraska,,2022-06-29,3301814
Nebraska,,2022-07-06,3311729
Nebraska,,2022-07-13,3319966
Nebraska,,2022-07-20,3320203
Nebraska,,2022-07-27,3348454
Nebraska,,2022-08-03,3361937
Nebraska,,2022-08-10,3372610
Nebraska,,2022-08-17,3381110
Nebraska,,2022-08-24,3387286
Nebraska,,2022-08-31,3394554
Nebraska,,2022-09-07,3401461
Nebraska,,2022-09-14,3405439
Nebraska,,2022-09-21,3414742
Nebraska,,2022-09-28,3451226
Nebraska,,2022-10-05,3467406
Nebraska,,2022-10-12,3489100
Nebraska,,2022-10-19,3527696
Nebraska,,2022-10-26,3529237
Nebraska,,2022-11-02,3569949
Nebraska,,2022-11-09,3626165
Nebraska,,2022-11-16,3648186
Nebraska,,2022-11-23,3681997
Nebraska,,2022-11-30,3694014
Nebraska,,2022-12-07,3707855
Nebraska,,2022-12-14,3708280
Nebraska,,2022-12-21,3735382
Nebraska,,2022-12-28,3735602
Nebraska,,2023-01-04,3750914
Nebraska,,2023-01-11,3757629
Nebraska,,2023-01-18,3766666
Nebraska,,2023-01-25,3772571
Nebraska,,2023-02-01,3777423
Nebraska,,2023-02-08,3781669
Nebraska,,2023-02-15,3785849
Nebraska,,2023-02-22,3788965
Nebraska,,2023-03-01,3792085
Nebraska,,2023-03-08,3795420
Nebraska,,2023-03-15,3798913
Nebraska,,2023-03-22,3802343
Nebraska,,2023-03-29,3805552
Nevada,,2021-01-12,61653
Nevada,,2021-01-13,61653
Nevada,,2021-01-14,76844
Nevada,,2021-01-15,83674
Nevada,,2021-01-19,102840
Nevada,,2021-01-20,107133
Nevada,,2021-01-21,115991
Nevada,,2021-01-22,126458
Nevada,,2021-01-23,137031
Nevada,,2021-01-24,152203
Nevada,,2021-01-25,159869
Nevada,,2021-01-26,164362
Nevada,,2021-01-27,174367
Nevada,,2021-01-28,194942
Nevada,,2021-01-29,210185
Nevada,,2021-01-30,224192
Nevada,,2021-01-31,241078
Nevada,,2021-02-01,248754
Nevada,,2021-02-02,253174
Nevada,,2021-02-03,279471
Nevada,,2021-02-04,291601
Nevada,,2021-02-05,304323
Nevada,,2021-02-06,322252
Nevada,,2021-02-07,334073
Nevada,,2021-02-08,346685
Nevada,,2021-02-09,351531
Nevada,,2021-02-10,366333
Nevada,,2021-02-11,379077
Nevada,,2021-02-12,394172
Nevada,,2021-02-13,411057
Nevada,,2021-02-14,428423
Nevada,,2021-02-16,446800
Nevada,,2021-02-17,453012
Nevada,,2021-02-18,466981
Nevada,,2021-02-19,522332
Nevada,,2021-02-20,555742
Nevada,,2021-02-21,569810
Nevada,,2021-02-22,586518
Nevada,,2021-02-23,598423
Nevada,,2021-02-24,606821
Nevada,,2021-02-25,622189
Nevada,,2021-02-26,642562
Nevada,,2021-02-27,665577
Nevada,,2021-02-28,685692
Nevada,,2021-03-01,715121
Nevada,,2021-03-02,723182
Nevada,,2021-03-03,733953
Nevada,,2021-03-04,750160
Nevada,,2021-03-05,773285
Nevada,,2021-03-06,800030
Nevada,,2021-03-07,829262
Nevada,,2021-03-08,855890
Nevada,,2021-03-09,864967
Nevada,,2021-03-10,878645
Nevada,,2021-03-11,904504
Nevada,,2021-03-12,930754
Nevada,,2021-03-13,958706
Nevada,,2021-03-14,989342
Nevada,,2021-03-15,1013805
Nevada,,2021-03-16,1020137
Nevada,,2021-03-17,1034347
Nevada,,2021-03-18,1062287
Nevada,,2021-03-19,1086559
Nevada,,2021-03-20,1116221
Nevada,,2021-03-21,1145354
Nevada,,2021-03-22,1164939
Nevada,,2021-03-23,1170434
Nevada,,2021-03-24,1185896
Nevada,,2021-03-25,1214518
Nevada,,2021-03-26,1243965
Nevada,,2021-03-27,1274357
Nevada,,2021-03-28,1303006
Nevada,,2021-03-29,1328018
Nevada,,2021-03-30,1335002
Nevada,,2021-03-31,1348526
Nevada,,2021-04-01,1374197
Nevada,,2021-04-02,1399135
Nevada,,2021-04-03,1431817
Nevada,,2021-04-04,1462114
Nevada,,2021-04-05,1482433
Nevada,,2021-04-06,1487176
Nevada,,2021-04-07,1505143
Nevada,,2021-04-08,1536848
Nevada,,2021-04-09,1576189
Nevada,,2021-04-10,1615552
Nevada,,2021-04-11,1652963
Nevada,,2021-04-12,1684035
Nevada,,2021-04-13,1692135
Nevada,,2021-04-14,1709620
Nevada,,2021-04-15,1744896
Nevada,,2021-04-16,1774080
Nevada,,2021-04-17,1803308
Nevada,,2021-04-18,1834497
Nevada,,2021-04-19,1856362
Nevada,,2021-04-20,1863377
Nevada,,2021-04-21,1879451
Nevada,,2021-04-22,1901548
Nevada,,2021-04-23,1922250
Nevada,,2021-04-24,1943150
Nevada,,2021-04-25,1966545
Nevada,,2021-04-26,1985316
Nevada,,2021-04-27,1991775
Nevada,,2021-04-28,2005102
Nevada,,2021-04-29,2026997
Nevada,,2021-04-30,2051105
Nevada,,2021-05-01,2075542
Nevada,,2021-05-02,2097373
Nevada,,2021-05-03,2108787
Nevada,,2021-05-04,2111052
Nevada,,2021-05-05,2122615
Nevada,,2021-05-06,2146595
Nevada,,2021-05-07,2167439
Nevada,,2021-05-08,2186639
Nevada,,2021-05-09,2209675
Nevada,,2021-05-10,2227825
Nevada,,2021-05-11,2236935
Nevada,,2021-05-12,2248770
Nevada,,2021-05-13,2264766
Nevada,,2021-05-14,2277475
Nevada,,2021-05-15,2314424
Nevada,,2021-05-16,2333621
Nevada,,2021-05-17,2343297
Nevada,,2021-05-18,2349915
Nevada,,2021-05-19,2359830
Nevada,,2021-05-20,2374041
Nevada,,2021-05-21,2392968
Nevada,,2021-05-22,2413573
Nevada,,2021-05-23,2427644
Nevada,,2021-05-24,2438877
Nevada,,2021-05-25,2443724
Nevada,,2021-05-26,2452084
Nevada,,2021-05-27,2465315
Nevada,,2021-05-28,2478269
Nevada,,2021-05-29,2490170
Nevada,,2021-05-30,2501619
Nevada,,2021-06-01,2514286
Nevada,,2021-06-02,2518129
Nevada,,2021-06-03,2525610
Nevada,,2021-06-04,2535207
Nevada,,2021-06-05,2535482
Nevada,,2021-06-06,2545697
Nevada,,2021-06-07,2566097
Nevada,,2021-06-08,2571731
Nevada,,2021-06-09,2571894
Nevada,,2021-06-10,2578580
Nevada,,2021-06-11,2590262
Nevada,,2021-06-12,2607988
Nevada,,2021-06-13,2616844
Nevada,,2021-06-14,2625235
Nevada,,2021-06-15,2631465
Nevada,,2021-06-16,2649807
Nevada,,2021-06-17,2657281
Nevada,,2021-06-18,2667757
Nevada,,2021-06-19,2676774
Nevada,,2021-06-20,2682974
Nevada,,2021-06-21,2692825
Nevada,,2021-06-22,2696755
Nevada,,2021-06-23,2701087
Nevada,,2021-06-24,2707121
Nevada,,2021-06-25,2707225
Nevada,,2021-06-26,2724941
Nevada,,2021-06-27,2743325
Nevada,,2021-06-28,2761997
Nevada,,2021-06-29,2768190
Nevada,,2021-06-30,2776098
Nevada,,2021-07-01,2783847
Nevada,,2021-07-02,2790009
Nevada,,2021-07-03,2796118
Nevada,,2021-07-04,2804838
Nevada,,2021-07-06,2814798
Nevada,,2021-07-07,2817786
Nevada,,2021-07-08,2824487
Nevada,,2021-07-09,2830843
Nevada,,2021-07-10,2836712
Nevada,,2021-07-11,2841527
Nevada,,2021-07-12,2847160
Nevada,,2021-07-13,2851032
Nevada,,2021-07-14,2855865
Nevada,,2021-07-15,2861309
Nevada,,2021-07-16,2867707
Nevada,,2021-07-17,2873721
Nevada,,2021-07-18,2880103
Nevada,,2021-07-19,2885468
Nevada,,2021-07-20,2889123
Nevada,,2021-07-21,2895012
Nevada,,2021-07-22,2900886
Nevada,,2021-07-23,2908084
Nevada,,2021-07-24,2916412
Nevada,,2021-07-25,2923004
Nevada,,2021-07-26,2930843
Nevada,,2021-07-27,2935705
Nevada,,2021-07-28,2941670
Nevada,,2021-07-29,2947354
Nevada,,2021-07-30,2957621
Nevada,,2021-07-31,2965093
Nevada,,2021-08-01,2974860
Nevada,,2021-08-02,2982219
Nevada,,2021-08-03,2987621
Nevada,,2021-08-04,2994091
Nevada,,2021-08-05,3001625
Nevada,,2021-08-06,3010544
Nevada,,2021-08-07,3018890
Nevada,,2021-08-08,3026079
Nevada,,2021-08-09,3035768
Nevada,,2021-08-10,3041339
Nevada,,2021-08-11,3046186
Nevada,,2021-08-12,3050470
Nevada,,2021-08-13,3061607
Nevada,,2021-08-14,3070083
Nevada,,2021-08-15,3076968
Nevada,,2021-08-16,3086881
Nevada,,2021-08-17,3091757
Nevada,,2021-08-18,3097258
Nevada,,2021-08-19,3105565
Nevada,,2021-08-20,3114923
Nevada,,2021-08-21,3124307
Nevada,,2021-08-22,3132617
Nevada,,2021-08-23,3143369
Nevada,,2021-08-24,3148258
Nevada,,2021-08-25,3154754
Nevada,,2021-08-26,3164474
Nevada,,2021-08-27,3173633
Nevada,,2021-08-28,3181645
Nevada,,2021-08-29,3191664
Nevada,,2021-08-30,3201118
Nevada,,2021-08-31,3206423
Nevada,,2021-09-01,3213855
Nevada,,2021-09-02,3219810
Nevada,,2021-09-03,3228433
Nevada,,2021-09-04,3236303
Nevada,,2021-09-07,3255635
Nevada,,2021-09-08,3259186
Nevada,,2021-09-09,3262758
Nevada,,2021-09-10,3270809
Nevada,,2021-09-11,3278095
Nevada,,2021-09-12,3284302
Nevada,,2021-09-13,3291466
Nevada,,2021-09-14,3298055
Nevada,,2021-09-15,3303685
Nevada,,2021-09-16,3310452
Nevada,,2021-09-17,3318560
Nevada,,2021-09-18,3324411
Nevada,,2021-09-19,3330393
Nevada,,2021-09-20,3336896
Nevada,,2021-09-21,3342913
Nevada,,2021-09-22,3347291
Nevada,,2021-09-23,3353696
Nevada,,2021-09-24,3359425
Nevada,,2021-09-25,3364637
Nevada,,2021-09-26,3372456
Nevada,,2021-09-27,3378653
Nevada,,2021-09-28,3385621
Nevada,,2021-09-29,3391763
Nevada,,2021-09-30,3397599
Nevada,,2021-10-01,3403348
Nevada,,2021-10-02,3406508
Nevada,,2021-10-03,3424321
Nevada,,2021-10-04,3436142
Nevada,,2021-10-05,3443155
Nevada,,2021-10-06,3447775
Nevada,,2021-10-07,3453312
Nevada,,2021-10-08,3464385
Nevada,,2021-10-09,3473208
Nevada,,2021-10-12,3489616
Nevada,,2021-10-13,3494834
Nevada,,2021-10-14,3502073
Nevada,,2021-10-15,3508941
Nevada,,2021-10-16,3518253
Nevada,,2021-10-17,3525360
Nevada,,2021-10-18,3531787
Nevada,,2021-10-19,3536752
